acc_x,acc_y,acc_z,acc_magnitude,acc_variance,temperature,temp_deviation,heart_rate,respiration_rate,activity_index,rumination_rate,hr_rolling_std,hr_rolling_range,activity_rolling_std,activity_rolling_range,movement_consistency,resp_hr_ratio,health_state,health_label
0.085,0.0527,9.8094,9.8099,0.003879,40.36,1.76,109.2,62.7,0.1383,10.1,16.0425,69.02,0.4103,1.6356,169.5579,0.5743,1,Sick
0.0648,0.014,9.7698,9.77,0.004135,41.05,2.45,66.5,46.4,0.1191,13.8,19.1076,87.42,0.266,1.0366,154.7111,0.6984,1,Sick
0.3846,-0.4233,9.5665,9.5836,0.150057,39.12,0.52,98.3,46.5,1.0513,27.1,11.5655,48.83,0.6623,2.3391,21.3185,0.4731,2,Stressed
0.0273,0.0029,9.8303,9.8304,0.0002,38.01,0.59,47.4,12.0,0.0506,13.3,4.2369,13.59,0.0209,0.0814,798.1236,0.2533,3,Inactive
-0.0047,0.0121,9.8621,9.8621,0.002175,40.13,1.53,113.6,51.3,0.0689,15.7,18.2451,75.63,0.4168,1.8551,234.175,0.4517,1,Sick
0.036,0.0032,9.8173,9.8173,8.2e-05,38.05,0.55,46.7,15.4,0.0465,26.2,3.4986,13.68,0.0158,0.0615,780.4902,0.3289,3,Inactive
-0.003,-0.0014,9.8029,9.8029,6.7e-05,37.54,1.06,39.3,12.3,0.0115,27.8,3.8579,15.66,0.0193,0.0686,914.9418,0.3132,3,Inactive
0.0523,0.0007,9.8206,9.8207,0.000131,37.83,0.77,44.7,12.4,0.0636,34.9,3.6456,12.86,0.0153,0.0587,941.36,0.2776,3,Inactive
-0.02,-0.0441,9.8857,9.8858,0.003284,40.01,1.41,93.7,43.3,0.1397,20.8,19.9906,78.21,0.406,1.6449,212.1974,0.4621,1,Sick
0.3438,-0.0893,9.7337,9.7402,0.035846,38.58,0.02,56.7,33.9,0.5094,52.7,8.5092,33.86,0.3869,1.2982,54.9016,0.5977,0,Healthy
0.0195,0.0119,9.8102,9.8102,0.000108,38.33,0.27,56.9,14.5,0.0316,20.3,3.7459,16.4,0.0185,0.0596,977.3539,0.2542,3,Inactive
0.0741,0.0341,9.8054,9.8057,0.002245,40.31,1.71,87.3,54.1,0.1127,5.5,18.6585,60.78,0.1668,0.9389,246.3583,0.6203,1,Sick
0.0202,0.0342,9.8403,9.8404,0.002835,40.51,1.91,69.5,40.1,0.0848,14.0,19.1484,69.98,0.4239,1.6687,180.636,0.5768,1,Sick
-0.0093,0.0996,9.7674,9.7679,0.004959,40.65,2.05,84.2,53.1,0.1515,3.2,19.4217,66.04,0.3328,1.5956,189.0418,0.6306,1,Sick
0.3,0.1732,9.7984,9.8045,0.051538,38.67,0.07,77.0,16.2,0.4847,47.6,8.703,36.78,0.2751,1.1048,48.3235,0.2103,0,Healthy
1.299,-0.102,10.2508,10.3333,0.230159,39.71,1.11,94.5,36.9,1.8418,30.2,11.7156,51.7,0.5724,2.2146,24.6615,0.3902,2,Stressed
1.2446,0.5345,10.0432,10.1341,0.101747,39.34,0.74,101.0,37.2,2.0122,28.4,8.64,37.95,0.5917,2.3595,25.2365,0.3685,2,Stressed
0.1497,0.0441,9.8171,9.8184,0.002052,40.73,2.13,94.4,41.5,0.2009,27.3,18.0946,68.01,0.3182,1.5428,176.7682,0.4396,1,Sick
0.1479,-0.0,9.7239,9.725,0.006392,39.68,1.08,95.4,40.0,0.234,10.3,12.1027,45.41,0.3802,2.0624,142.9113,0.4195,1,Sick
0.1938,0.0553,9.8981,9.9001,0.004236,40.17,1.57,96.3,8.5,0.3372,25.4,23.0577,89.67,0.3134,1.4507,190.886,0.0878,1,Sick
0.0863,0.1052,9.7711,9.7721,0.002485,40.31,1.71,63.4,11.5,0.2304,4.8,17.3219,67.19,0.4071,2.0749,186.1031,0.1815,1,Sick
-0.0013,-0.0153,9.8097,9.8097,4.2e-05,37.78,0.82,47.4,12.9,0.0168,16.6,4.4248,19.98,0.0166,0.0716,1244.7564,0.2715,3,Inactive
0.6584,-0.2515,9.8979,9.923,0.014871,38.38,0.22,60.5,20.6,0.9978,68.8,6.1735,27.43,0.3377,1.2317,54.7211,0.3398,0,Healthy
0.0201,-0.0259,9.8215,9.8216,7.5e-05,37.87,0.73,49.0,15.5,0.0576,21.3,3.8612,16.84,0.0168,0.0569,1054.8544,0.3167,3,Inactive
1.2897,1.3862,10.0025,10.1801,0.130118,39.42,0.82,104.7,35.0,2.8683,41.1,8.6607,32.0,0.8634,3.2228,25.2508,0.3344,2,Stressed
0.0129,0.0815,9.8255,9.8258,0.001177,36.49,2.11,73.1,6.0,0.1099,12.5,18.6019,83.39,0.1511,0.8867,210.4445,0.0816,1,Sick
0.8947,1.653,8.9949,9.1892,0.296303,39.61,1.01,86.7,40.1,3.3628,38.6,10.3799,39.49,0.6926,3.045,21.6463,0.462,2,Stressed
1.0298,0.3653,10.5868,10.643,0.28937,38.85,0.25,94.9,39.8,2.1719,36.2,8.5014,31.95,0.7294,3.8237,17.819,0.4194,2,Stressed
-0.4032,0.1948,9.9468,9.9569,0.105746,38.79,0.19,62.6,25.2,0.7349,63.0,4.9626,21.89,0.2911,1.1972,35.5948,0.4017,0,Healthy
0.7664,0.2662,9.6556,9.6896,0.038334,38.84,0.24,49.1,18.1,1.187,55.6,7.5971,32.53,0.2823,1.1307,59.5954,0.3696,0,Healthy
0.3163,-0.0463,9.705,9.7102,0.22419,39.71,1.11,83.0,43.1,0.4676,16.3,8.5113,30.44,0.534,1.9993,26.1516,0.5196,2,Stressed
-0.0285,-0.0131,9.8202,9.8202,0.000179,37.59,1.01,48.8,12.3,0.0518,22.3,4.1696,16.45,0.0184,0.07,797.414,0.2509,3,Inactive
0.2964,0.0651,9.7731,9.7778,0.034679,38.58,0.02,67.2,19.2,0.3984,72.3,5.3796,22.3,0.3336,1.2482,49.5569,0.2862,0,Healthy
-0.2021,0.1142,10.1245,10.1271,0.037485,38.42,0.18,59.7,20.5,0.6308,54.0,7.5238,24.7,0.2425,1.1392,51.1828,0.3433,0,Healthy
-0.3415,0.7813,9.7784,9.8155,0.002305,40.68,2.08,119.4,36.8,1.1544,3.5,16.4279,66.06,0.5018,2.1244,182.1355,0.3087,1,Sick
-0.0238,0.0121,9.8242,9.8243,0.003797,40.02,1.42,69.9,39.4,0.0501,15.9,15.4359,61.83,0.3651,1.7709,204.129,0.5631,1,Sick
-0.0719,0.0986,9.8139,9.8146,0.000866,40.77,2.17,88.8,49.3,0.1743,38.3,19.7061,81.37,0.0815,0.3914,247.6104,0.5557,1,Sick
-0.4126,0.2213,9.7649,9.7761,0.09115,38.83,0.23,95.1,37.2,0.679,26.7,10.6515,46.68,0.6841,2.6774,25.2582,0.3908,2,Stressed
0.0096,-0.0074,9.8082,9.8082,0.000118,38.0,0.6,48.9,11.6,0.0188,20.7,3.3386,13.62,0.0197,0.097,835.9461,0.2366,3,Inactive
0.7049,0.2209,9.7585,9.7864,0.041401,38.4,0.2,69.9,21.1,0.9774,62.7,6.8998,32.24,0.3183,1.3522,52.3843,0.3024,0,Healthy
1.1314,0.1296,9.8131,9.879,0.047121,38.38,0.22,72.8,24.8,1.2641,68.4,6.9415,29.73,0.3528,1.3473,43.6299,0.3406,0,Healthy
0.0013,-0.0233,9.8134,9.8135,3.8e-05,38.24,0.36,53.7,17.8,0.028,22.7,3.8717,17.56,0.019,0.0646,996.6944,0.3316,3,Inactive
0.003,-0.0182,9.7938,9.7938,0.000114,38.0,0.6,45.0,12.5,0.0374,16.0,4.1686,15.74,0.0185,0.0819,971.1105,0.2785,3,Inactive
-0.5136,-0.2827,9.6254,9.6432,0.105659,39.56,0.96,66.8,41.6,0.9809,41.6,8.7302,47.37,0.7468,3.8764,30.1054,0.6225,2,Stressed
0.0366,0.0261,9.809,9.8091,7.9e-05,38.25,0.35,51.9,14.4,0.0637,23.3,3.7336,15.55,0.0172,0.0613,941.1355,0.2767,3,Inactive
0.1011,0.1279,9.8005,9.8019,0.002518,37.15,1.45,94.0,45.9,0.2385,27.9,19.5703,85.66,0.3099,1.4168,188.4139,0.4882,1,Sick
0.9811,-0.3233,9.6264,9.6817,0.039257,39.01,0.41,63.8,28.6,1.488,63.7,7.2791,27.64,0.3517,1.2982,56.2263,0.4481,0,Healthy
0.0141,0.0232,9.813,9.813,6.4e-05,37.87,0.73,47.2,14.8,0.0403,21.6,3.5785,15.94,0.0161,0.076,1019.4816,0.3124,3,Inactive
0.2464,-0.2347,10.1181,10.1238,0.018238,38.72,0.12,60.6,28.3,0.7892,57.3,7.4505,33.4,0.2509,1.0421,48.9943,0.4679,0,Healthy
0.0139,-0.006,9.8013,9.8013,0.000114,37.69,0.91,42.3,15.3,0.0286,25.6,3.7278,15.94,0.0163,0.0749,989.7454,0.3619,3,Inactive
0.0033,0.0058,9.8136,9.8136,2.4e-05,38.11,0.49,48.0,16.4,0.0127,14.6,3.6746,15.12,0.0219,0.1032,953.84,0.3406,3,Inactive
0.0226,0.0093,9.8076,9.8076,0.0001,37.94,0.66,43.9,13.3,0.0343,20.8,3.9116,16.96,0.011,0.0436,978.9485,0.3024,3,Inactive
-0.3317,0.2915,9.9741,9.9838,0.025235,38.7,0.1,74.8,20.4,0.7872,56.8,7.5056,31.09,0.2602,1.0421,49.897,0.2723,0,Healthy
0.0009,-0.0281,9.8092,9.8093,5.8e-05,37.92,0.68,48.9,12.5,0.0297,25.1,3.8859,14.45,0.0181,0.0619,1011.8421,0.2547,3,Inactive
1.8609,1.6611,10.0315,10.3369,0.118015,39.06,0.46,109.0,41.7,3.7434,13.8,8.4132,30.1,0.707,3.2352,24.6246,0.382,2,Stressed
0.017,-0.0111,9.8058,9.8058,0.002153,41.18,2.58,95.8,9.0,0.0323,12.6,18.0585,70.65,0.3233,1.3055,216.4858,0.0938,1,Sick
0.0579,0.0401,10.0557,10.056,0.170719,38.53,0.07,98.4,54.2,0.3438,14.2,7.6925,30.57,0.6336,2.3714,22.1467,0.5513,2,Stressed
0.0138,-0.0096,9.7979,9.7979,8e-05,37.77,0.83,43.9,11.7,0.0354,20.8,4.8488,16.9,0.0178,0.0674,856.8745,0.266,3,Inactive
0.152,0.4676,9.2151,9.2282,0.333769,39.62,1.02,101.8,32.7,1.2145,14.6,9.0117,37.25,0.6909,2.4315,19.3174,0.3213,2,Stressed
0.3703,0.4721,9.617,9.6357,0.023136,39.0,0.4,58.9,20.8,1.0353,38.5,7.5154,33.12,0.2886,1.1227,54.4668,0.3532,0,Healthy
0.0201,0.0027,9.8017,9.8018,8.7e-05,37.96,0.64,44.0,8.9,0.0311,18.3,4.1444,17.06,0.0146,0.0599,1023.7069,0.2033,3,Inactive
0.4854,0.7688,9.8353,9.8772,0.032662,38.56,0.04,62.7,17.2,1.2795,61.2,6.382,23.66,0.2636,1.0237,45.2177,0.2744,0,Healthy
0.0312,0.0076,9.8199,9.8199,0.000117,37.42,1.18,45.7,16.1,0.0487,15.7,4.0191,17.78,0.0156,0.0615,774.3026,0.3535,3,Inactive
-0.0948,0.0012,9.8031,9.8035,0.001504,40.69,2.09,106.4,41.3,0.103,5.5,17.6449,72.58,0.243,1.1438,228.8862,0.3878,1,Sick
0.1862,0.03,9.7319,9.7337,0.028542,38.58,0.02,62.3,26.4,0.2943,58.1,5.5212,22.3,0.3246,1.2482,49.4063,0.4234,0,Healthy
0.415,0.4114,9.9486,9.9658,0.050417,38.52,0.08,65.1,29.3,0.965,46.2,8.2502,35.7,0.2913,1.0758,53.9702,0.4494,0,Healthy
0.0016,0.0407,9.9007,9.9008,0.002568,40.62,2.02,116.3,45.5,0.133,19.9,19.2937,83.74,0.2318,1.2322,170.6841,0.3909,1,Sick
-0.1229,0.0114,9.8757,9.8765,0.002014,40.76,2.16,98.4,43.8,0.2,21.1,17.798,69.98,0.4183,1.6687,182.1494,0.4454,1,Sick
0.0022,0.005,9.8051,9.8051,7.8e-05,37.7,0.9,43.1,16.6,0.0121,25.9,4.6898,16.21,0.0144,0.0549,994.7136,0.3858,3,Inactive
0.0076,0.009,9.8179,9.8179,0.000134,38.08,0.52,43.8,17.0,0.0246,19.1,3.3611,13.58,0.0209,0.077,910.5967,0.3886,3,Inactive
0.1543,-0.052,9.8137,9.815,0.00168,40.99,2.39,113.4,35.8,0.21,11.2,18.2993,70.09,0.2103,0.932,249.1815,0.316,1,Sick
0.2753,-0.1249,9.774,9.7786,0.129578,39.03,0.43,100.8,47.6,0.4363,28.5,10.1705,45.6,0.7928,2.7511,24.3707,0.4722,2,Stressed
-0.3837,0.1713,8.7825,8.7926,0.369772,38.99,0.39,99.7,34.7,1.5824,26.4,9.9364,35.58,0.6796,2.4244,20.1163,0.3483,2,Stressed
0.0078,0.0191,9.7973,9.7973,0.000127,38.39,0.21,49.2,18.1,0.0396,27.3,3.7941,19.35,0.0136,0.0591,828.5357,0.3687,3,Inactive
0.1257,0.0387,9.8165,9.8174,0.002496,40.51,1.91,83.9,54.8,0.1709,6.4,18.5384,80.8,0.2498,1.0589,222.971,0.6538,1,Sick
0.0104,0.0062,9.8127,9.8127,8.1e-05,37.94,0.66,54.9,14.1,0.0192,22.2,4.2233,15.14,0.0168,0.0641,1171.2825,0.2561,3,Inactive
-0.0022,-0.0123,9.8164,9.8164,7.3e-05,37.82,0.78,49.1,16.2,0.0209,24.4,3.8807,15.39,0.015,0.0622,998.1032,0.3292,3,Inactive
0.151,0.0866,9.7861,9.7877,0.002941,40.32,1.72,56.4,12.2,0.2615,27.9,19.6357,71.21,0.3054,1.4968,195.4872,0.2167,1,Sick
-0.1356,0.445,9.517,9.5284,0.066416,38.44,0.16,62.2,23.6,0.8735,57.3,7.8888,34.95,0.2569,1.1229,45.9152,0.3799,0,Healthy
0.0054,-0.1666,9.5198,9.5213,0.043661,38.72,0.12,54.4,23.9,0.4622,49.5,8.0035,32.75,0.2733,1.0229,45.7899,0.4397,0,Healthy
-0.0131,-0.0285,9.837,9.837,0.002955,40.02,1.42,74.0,26.6,0.0686,18.2,20.0572,84.76,0.533,2.3073,147.2375,0.3591,1,Sick
-0.1853,0.2758,9.5035,9.5093,0.036631,39.02,0.42,81.5,15.2,0.7675,64.1,8.4651,33.86,0.3608,1.2982,56.5686,0.1868,0,Healthy
0.2326,0.3704,10.1288,10.1383,0.04673,38.94,0.34,68.9,21.6,0.9218,48.3,5.5484,25.33,0.2277,0.9031,47.7654,0.3142,0,Healthy
-0.3263,0.4083,10.2459,10.2592,0.069146,39.47,0.87,83.1,45.0,1.1705,39.7,9.7634,37.29,0.6137,2.487,26.8784,0.5414,2,Stressed
0.0426,0.0158,9.8116,9.8117,9.3e-05,37.89,0.71,47.6,14.7,0.0601,19.7,3.9938,16.65,0.0186,0.078,950.7259,0.3092,3,Inactive
0.3596,-0.2887,9.347,9.3584,0.114112,39.37,0.77,100.1,40.6,1.1113,36.1,8.2077,37.95,0.5908,2.3595,24.7789,0.4056,2,Stressed
0.7915,1.272,9.5589,9.6756,0.261764,39.81,1.21,98.6,34.7,2.3146,25.8,10.7203,54.22,0.7273,2.7387,19.3077,0.3518,2,Stressed
-0.682,0.2259,10.5468,10.5712,0.257247,39.13,0.53,102.5,41.3,1.6447,25.3,10.6989,40.22,0.6093,2.6017,23.1576,0.4027,2,Stressed
-0.0147,-0.0154,9.8296,9.8296,0.000103,37.86,0.74,42.8,17.3,0.0497,34.2,4.512,20.41,0.0143,0.0632,851.3709,0.4039,3,Inactive
-0.0039,-0.0064,9.8001,9.8001,0.000121,37.77,0.83,50.0,12.5,0.0202,21.1,4.0268,16.93,0.0175,0.0675,830.8522,0.249,3,Inactive
0.0991,0.0081,9.4569,9.4574,0.048758,38.63,0.03,60.9,23.7,0.4602,57.2,6.8346,29.12,0.3042,1.2878,45.1019,0.3891,0,Healthy
1.3503,-0.2332,10.0336,10.1267,0.169016,39.47,0.87,101.2,42.3,1.807,27.5,9.6935,36.68,0.6627,2.7197,20.0454,0.4183,2,Stressed
0.0739,0.2022,9.7683,9.7706,0.028247,38.39,0.21,78.4,30.4,0.3179,38.6,6.6413,30.27,0.2789,1.1713,46.8479,0.3877,0,Healthy
-0.0427,0.004,9.8143,9.8144,0.000101,37.9,0.7,55.9,12.5,0.0511,22.7,3.6207,13.97,0.014,0.0519,832.4464,0.2236,3,Inactive
0.7596,0.6828,9.7928,9.8459,0.072102,39.16,0.56,92.5,43.9,1.4595,32.5,10.611,45.34,0.7613,3.2683,28.0101,0.4742,2,Stressed
0.1074,0.0334,9.7899,9.7905,0.001717,37.24,1.36,118.7,52.7,0.1609,17.4,18.4055,88.84,0.3085,1.3344,272.2471,0.4442,1,Sick
0.0574,0.1061,9.8046,9.8054,0.002682,37.34,1.26,93.7,8.2,0.1689,8.3,17.3727,70.61,0.1291,0.708,252.8158,0.0876,1,Sick
-0.0497,-0.0293,9.8565,9.8566,0.004149,40.16,1.56,79.1,9.9,0.1255,1.9,13.5162,48.63,0.3236,1.4159,179.5283,0.1254,1,Sick
0.0987,0.0627,9.8207,9.8214,0.001949,40.16,1.56,68.6,45.6,0.1721,25.0,15.7809,61.89,0.1913,0.7767,163.5566,0.6638,1,Sick
0.1609,0.6877,9.6912,9.7169,0.13823,39.37,0.77,115.0,35.8,0.9674,32.0,8.7276,36.38,0.7555,2.9962,27.6706,0.3111,2,Stressed
0.1727,0.0157,9.7286,9.7302,0.003609,40.87,2.27,87.8,34.6,0.2698,12.2,14.0812,52.46,0.2148,1.2476,172.7358,0.3946,1,Sick
0.3509,0.0789,9.5102,9.517,0.119292,38.15,0.45,67.0,24.2,0.7296,66.1,6.9518,33.62,0.25,0.9236,43.3207,0.3607,0,Healthy
0.1589,0.1353,9.7551,9.7573,0.001992,39.5,0.9,99.3,57.8,0.3491,11.1,17.4467,68.01,0.3178,1.5428,175.327,0.5819,1,Sick
-0.0251,0.0279,9.8093,9.8093,6.1e-05,37.97,0.63,51.9,16.4,0.0537,27.7,3.3751,15.55,0.0156,0.057,1008.9045,0.3151,3,Inactive
1.4192,1.3243,9.3261,9.526,0.153502,38.91,0.31,97.0,46.5,3.2274,34.6,9.4719,45.34,0.693,2.925,26.52,0.4795,2,Stressed
-0.001,0.0379,9.8368,9.8369,0.049718,38.66,0.06,63.3,20.7,0.0657,45.6,7.2677,27.79,0.3165,1.3625,53.5783,0.3268,0,Healthy
-0.019,-0.0063,9.8011,9.8012,8.1e-05,38.13,0.47,43.9,17.4,0.0341,24.6,4.59,20.36,0.0202,0.0845,871.3934,0.3968,3,Inactive
0.0066,0.0187,9.8131,9.8131,4.3e-05,37.96,0.64,49.6,12.2,0.0284,19.7,4.6104,15.24,0.0184,0.0838,1060.4945,0.2457,3,Inactive
0.1193,-0.1609,9.2494,9.2515,0.143155,39.64,1.04,94.1,36.2,0.8409,33.0,9.2589,35.95,0.7014,2.6777,25.0921,0.3848,2,Stressed
0.0085,-0.0155,9.8047,9.8048,0.000116,38.0,0.6,41.0,11.8,0.0292,17.6,4.414,16.05,0.0174,0.0827,814.4873,0.2877,3,Inactive
1.8341,0.397,9.9103,10.0864,0.162129,39.36,0.76,110.5,35.8,2.3315,31.2,9.4579,33.54,0.7009,3.3101,24.7049,0.3236,2,Stressed
0.111,0.31,9.6554,9.661,0.033998,38.74,0.14,56.4,29.4,0.5756,54.1,6.8751,21.33,0.3632,1.5665,50.9288,0.5205,0,Healthy
0.1474,0.0966,9.415,9.4166,0.1111,39.54,0.94,98.1,34.6,0.639,19.9,8.4595,27.36,0.6037,2.0857,20.4855,0.3531,2,Stressed
0.0095,-0.0026,9.7964,9.7964,8.5e-05,37.96,0.64,46.5,15.0,0.0257,17.2,3.5572,15.55,0.0167,0.0613,1039.9768,0.3234,3,Inactive
1.347,1.3115,9.1914,9.3817,0.218542,39.25,0.65,103.2,51.1,3.2771,24.5,11.4487,49.88,0.7684,2.9093,29.0447,0.4956,2,Stressed
-0.0283,-0.0009,9.8208,9.8208,4.6e-05,37.78,0.82,51.2,11.1,0.04,19.8,4.4456,18.61,0.0148,0.0603,863.7218,0.2172,3,Inactive
0.7507,0.5625,8.5271,8.5785,0.291608,39.46,0.86,102.2,39.6,2.5961,10.3,8.5103,38.07,0.7923,3.3025,20.0015,0.3878,2,Stressed
0.0282,-0.0003,9.8136,9.8137,0.000133,38.35,0.25,52.2,13.3,0.0321,35.1,3.6954,15.11,0.0194,0.0849,797.2937,0.2546,3,Inactive
1.4235,-0.1117,9.3292,9.4379,0.231766,39.29,0.69,107.5,26.2,2.016,23.2,8.298,33.02,0.7556,3.0495,22.6238,0.2441,2,Stressed
0.0198,-0.0033,9.8043,9.8043,3.9e-05,37.83,0.77,50.2,13.3,0.0288,17.1,3.6459,13.9,0.0176,0.0695,916.4643,0.2653,3,Inactive
0.0072,0.0127,9.8237,9.8237,8.6e-05,37.92,0.68,49.9,14.5,0.0337,17.3,4.2672,17.06,0.0184,0.0593,1004.0986,0.2905,3,Inactive
0.5531,-0.3509,9.791,9.8129,0.187803,38.97,0.37,105.2,37.5,0.9231,20.2,8.7799,38.52,0.5541,2.3442,20.1822,0.3559,2,Stressed
0.0181,-0.0071,9.792,9.792,0.000113,37.76,0.84,49.2,14.8,0.0432,14.2,3.0153,12.67,0.0148,0.0639,818.9322,0.3011,3,Inactive
0.0827,-0.3954,9.5227,9.5313,0.03565,39.35,0.75,64.9,20.7,0.7654,65.2,6.8472,25.75,0.2783,1.1053,43.3097,0.3193,0,Healthy
0.1134,0.1048,9.8469,9.8481,0.003405,40.5,1.9,81.0,40.6,0.255,9.7,20.4508,75.58,0.5274,1.6471,162.562,0.5007,1,Sick
-0.0033,0.0121,9.8096,9.8096,0.000128,38.19,0.41,48.3,15.7,0.0157,14.4,3.5221,13.78,0.0157,0.0589,844.6542,0.3263,3,Inactive
-0.0063,-0.0082,9.8096,9.8097,4.3e-05,38.16,0.44,44.2,12.6,0.0149,21.9,2.9568,9.86,0.0171,0.0684,864.4437,0.284,3,Inactive
-0.0148,0.0157,9.2434,9.2434,0.069756,38.24,0.36,72.5,23.5,0.5971,53.6,6.5276,25.9,0.2351,1.0128,45.5908,0.3248,0,Healthy
0.0215,-0.0028,9.8106,9.8106,7e-05,37.86,0.74,53.9,13.7,0.0249,23.6,3.6293,16.0,0.0181,0.063,991.4169,0.2545,3,Inactive
0.318,0.2833,9.5497,9.5592,0.040697,38.55,0.05,64.5,26.6,0.8617,59.0,6.7837,29.73,0.3341,1.3473,45.035,0.4125,0,Healthy
0.3162,0.5773,9.8936,9.9154,0.094767,39.62,1.02,104.0,33.5,0.9771,36.6,8.8727,47.37,0.7543,3.8764,31.2582,0.3224,2,Stressed
0.0478,0.0027,9.8071,9.8072,4.2e-05,37.92,0.68,41.6,12.2,0.0533,29.7,2.8528,12.64,0.0162,0.0639,992.2372,0.2934,3,Inactive
0.0492,-0.0436,9.9044,9.9046,0.001351,36.9,1.7,63.9,11.9,0.1872,17.9,18.5885,80.8,0.2508,1.0589,212.9566,0.1863,1,Sick
0.2841,-0.0048,9.7886,9.7927,0.033658,38.64,0.04,72.4,28.7,0.3103,46.5,8.4573,35.17,0.288,1.0428,56.9826,0.3969,0,Healthy
-1.1833,-0.2835,9.7205,9.7963,0.11787,39.13,0.53,75.7,44.8,1.5563,20.8,11.2341,44.34,0.7438,2.8236,21.3162,0.592,2,Stressed
-0.0045,0.0258,9.8105,9.8105,5.5e-05,38.01,0.59,49.0,13.1,0.0308,18.2,3.5253,16.11,0.0148,0.0642,885.13,0.2667,3,Inactive
0.0109,-0.0277,9.7959,9.7959,8e-05,38.09,0.51,51.0,14.1,0.0527,30.8,2.9225,12.44,0.0193,0.077,958.2457,0.2767,3,Inactive
0.0469,-0.0841,9.8294,9.8299,0.002869,39.9,1.3,103.1,31.1,0.1504,13.7,16.6755,83.18,0.3695,2.0549,176.9705,0.302,1,Sick
0.026,0.0774,9.8402,9.8405,0.001219,40.9,2.3,118.8,12.6,0.1336,15.4,18.7696,83.07,0.3852,1.4755,302.2142,0.1059,1,Sick
-0.0056,0.0488,9.8091,9.8092,8.4e-05,38.0,0.6,46.2,13.1,0.0553,17.4,4.5087,20.36,0.0204,0.0845,864.2347,0.2846,3,Inactive
-0.0175,0.0168,9.7974,9.7974,0.000115,38.03,0.57,44.2,16.0,0.047,29.5,4.0052,15.91,0.0164,0.0742,773.1777,0.3626,3,Inactive
0.5518,0.0839,9.6688,9.6849,0.051616,38.75,0.15,57.0,29.6,0.7768,53.4,6.8599,22.61,0.3101,1.311,51.8481,0.5195,0,Healthy
-0.2899,0.9476,10.2985,10.3461,0.147777,39.46,0.86,99.9,42.5,1.726,26.3,9.0684,41.25,0.6879,2.8346,21.9057,0.4253,2,Stressed
0.0136,0.0009,9.8079,9.8079,7.3e-05,38.2,0.4,45.2,9.2,0.0166,19.0,3.3014,14.23,0.0151,0.0663,1099.5186,0.203,3,Inactive
-0.0257,0.0289,9.8058,9.8059,3.6e-05,37.95,0.65,47.0,13.0,0.0588,18.9,4.4493,22.33,0.0188,0.0895,839.8591,0.2761,3,Inactive
-0.0195,0.0215,9.8027,9.8027,7.3e-05,37.83,0.77,48.5,14.3,0.0483,16.1,4.3942,20.58,0.0183,0.0821,1064.2097,0.2942,3,Inactive
-0.7286,0.4867,9.7997,9.8388,0.012829,38.99,0.39,54.8,22.5,1.2255,56.5,8.6594,35.08,0.3014,1.3452,43.3985,0.4109,0,Healthy
0.0405,-0.0481,9.8444,9.8446,0.002619,39.94,1.34,85.3,14.4,0.123,13.7,19.0819,78.47,0.1326,0.6347,183.599,0.1687,1,Sick
0.3433,-0.5683,10.0684,10.0903,0.024731,38.5,0.1,75.8,26.0,1.17,68.9,7.1811,28.07,0.2893,1.0062,52.2076,0.3436,0,Healthy
0.0476,0.058,9.8037,9.804,0.000473,41.16,2.56,69.6,49.8,0.1119,25.3,14.6322,59.78,0.2651,1.504,210.6254,0.7155,1,Sick
0.7159,0.3791,10.0405,10.0732,0.016087,38.73,0.13,67.3,18.3,1.3256,67.5,6.0708,29.21,0.3241,1.2077,53.04,0.2717,0,Healthy
0.8234,0.789,9.6564,9.7235,0.061488,39.02,0.42,98.9,39.3,1.766,15.0,9.2806,40.47,0.467,2.0858,27.8772,0.3971,2,Stressed
0.0153,0.0542,9.756,9.7562,0.003272,40.66,2.06,84.7,45.9,0.1235,15.0,17.2045,59.66,0.3028,1.5432,220.6298,0.5415,1,Sick
-0.2381,0.3681,9.7773,9.7871,0.205677,39.21,0.61,89.9,43.4,0.6389,31.1,8.9054,42.33,0.824,3.4062,24.3914,0.4823,2,Stressed
0.3874,0.3153,9.8548,9.8674,0.056409,38.7,0.1,59.1,21.1,0.7475,63.8,6.3516,23.2,0.415,1.9867,46.6938,0.3562,0,Healthy
-0.0741,0.3745,9.7329,9.7404,0.057821,38.71,0.11,69.9,11.0,0.5256,66.0,6.7531,29.17,0.337,1.3398,44.2137,0.1573,0,Healthy
0.8082,-0.0905,9.5497,9.5843,0.15324,39.52,0.92,106.5,37.8,1.159,20.0,8.8302,38.52,0.5738,2.3442,19.8555,0.3551,2,Stressed
-0.085,0.2097,10.1102,10.1127,0.030479,38.52,0.08,60.9,15.6,0.5949,47.3,6.5773,33.96,0.3409,1.2169,56.665,0.2564,0,Healthy
0.0201,0.0097,9.8108,9.8109,9.6e-05,37.72,0.88,45.0,12.8,0.0306,30.9,4.8032,19.16,0.0186,0.083,797.6362,0.2852,3,Inactive
-0.2356,-0.3631,10.3077,10.3167,0.163787,39.13,0.53,102.9,43.0,1.0963,39.1,10.6552,42.89,0.7213,2.4244,19.9817,0.4179,2,Stressed
0.0523,0.0798,9.7052,9.7056,0.003595,40.26,1.66,98.9,42.9,0.237,2.7,16.714,61.51,0.18,0.8772,198.5071,0.4343,1,Sick
